"HorseName","Birthday","Father","Mother","MotherFather","MotherMother","Sex","CoatColor","HorseNameMeaning","HorseOwner","Trainer","ProductionRanch","Origin"
"ムーンフォース","2015-04-29 00:00:00","アドマイヤムーン","タニノピカンテ","カーネギー","タニノデザート","牡","黒鹿毛","月の力。父名より連想","(株)ノルマンディーサラブレッドレーシング","岩戸孝樹(美浦)","北島牧場","平取町"
"ブラックデビル","2015-03-12 00:00:00","マンハッタンカフェ","フサイチリニモ","ジャングルポケット","トキオリアリティー","牡","鹿毛　","黒い悪魔","岡田壮史","中野栄治(美浦)","岡田スタツド","新ひだか町"
"オールステリーナ","2015-04-12 00:00:00","ブラックタイド","オペラレディ","オペラハウス","レディステラ","牝","黒鹿毛","紋章学用語の一つ＋小さな星（伊）","宮田守","松山将樹(美浦)","前野牧場","日高町"
"ニシノゲンセキ","2015-05-03 00:00:00","リーチザクラウン","ヴィクトワール","アドマイヤベガ","ラハンヌ","牡","黒鹿毛","冠名＋原石","西山茂行","杉浦宏昭(美浦)","清水ファーム","むかわ町"
"ステラーインパクト","2015-02-16 00:00:00","ディープインパクト","トップライナー2","Thunder Gulch","To the Hunt","牝","鹿毛　","最高のインパクト","Ｃ．フィプケ","堀宣行(美浦)","ノーザンファーム","安平町"
"グラマラスライフ","2015-01-31 00:00:00","ハーツクライ","プリティカリーナ","Seeking the Gold","Ile de France","牝","黒鹿毛","魅力的な人生","(有)シルクレーシング","田中博康(美浦)","ノーザンファーム","安平町"
"ラティカ","2015-05-04 00:00:00","ロードカナロア","ローズオットー","ダンスインザダーク","エリザベスローズ","牝","鹿毛　","花びら（クロアチア語）","吉田照哉","青木孝文(美浦)","社台ファーム","千歳市"
"キョウエイオビエド","2015-04-28 00:00:00","スウェプトオーヴァーボード","スマートウェーブ","ネオユニヴァース","フロムファースト","牡","芦毛　","冠名＋スペインの都市名","田中晴夫","勢司和浩(美浦)","山口義彦","浦河町"
"オレオールカフェ","2013-03-16 00:00:00","ネオユニヴァース","コミラス","Kaldoun","Rive Du Sud","牡","黒鹿毛","光輝、光輪＋冠名","西川光一","和田勇介(美浦)","社台ファーム","千歳市"
"サコウイッパク","2014-02-24 00:00:00","ゴールドアリュール","ベイビーローズ","Singspiel","Intizaa","牡","黒鹿毛","左後一白。「走る」と言われている名馬の象徴より","村島昭男","的場均(美浦)","木村秀則","新ひだか町"
"セレノグラフィー","2013-04-07 00:00:00","アドマイヤムーン","スイートテイスト","Salt Lake","Say What You Mean","せん","黒鹿毛","月理学（月面の地形と特徴を研究する学問）。父名より連想","村野康司","大竹正博(美浦)","下河辺牧場","日高町"
"アルマユディト","2015-04-16 00:00:00","ヨハネスブルグ","ミルクトーレル","ダンスインザダーク","ミスワキジャパン","牝","黒鹿毛","冠名＋トランプの絵札の別称（ハートのクイーン）","コウトミックレーシング","中舘英二(美浦)","山際牧場","新ひだか町"
"マイティーゴールド","2013-02-05 00:00:00","ゴールドアリュール","マイティースルー","クロフネ","スルーオール","牡","栗毛　","力強い黄金色の輝き。本馬の馬体をイメージして。父名、母名より連想","(有)キャロットファーム","尾関知人(美浦)","ノーザンファーム","安平町"
"オヒナサマ","2014-03-03 00:00:00","カジノドライヴ","バンデリータ","メイショウオウドウ","リトルバンデーラ","牝","栗毛　","お雛様。本馬の誕生日より連想","(株)リトルブルーファーム","杉浦宏昭(美浦)","小野瀬竜馬","清水町"
"ジェイケイライジン","2014-04-25 00:00:00","スマートファルコン","エンジェルステージ","タニノギムレット","ステージバンダム","牡","栗毛　","冠名＋雷神","小谷野次郎","柴田政人(美浦)","富塚ファーム","浦河町"
"マイネルツィール","2013-03-21 00:00:00","アグネスデジタル","レガシーパーパス","サンデーサイレンス","レガシーフィールド","牡","鹿毛　","冠名＋目的（独）","杉浦和也","的場均(美浦)","田湯牧場","新ひだか町"
"シャムロック","2014-03-16 00:00:00","ダイワメジャー","ホットレッグス","Galileo","アクセラレイション","牡","栗毛　","アイルランドの象徴である三つ葉の草","諸江幸祐","小笠倫弘(美浦)","社台ファーム","千歳市"
"ペイシャリサ","2014-05-30 00:00:00","ケイムホーム","バレーダンシング","Giant's Causeway","Soltura","牝","栗毛　","冠名＋母系より","北所直人","高橋義博(美浦)","高村伸一","様似町"
"グランデメッシ","2016-04-10 00:00:00","セイントアレックス","ビューティサフラン","ローエングリン","サフランカーネギー","牡","黒鹿毛","冠名＋人名より","(株)グランデオーナーズ","畠山吉宏(美浦)","高橋啓","平取町"
"ミチビキ","2016-04-24 00:00:00","ナカヤマフェスタ","コスモクラッベ","マイネルラヴ","ビンゴハナコ","牝","黒鹿毛","人工衛星の名前。勝利へ導いてくれるように","(株)ブルースターズファーム","蛯名利弘(美浦)","ビッグレッドファーム","新冠町"
"レオイノセント","2013-04-13 00:00:00","スクリーンヒーロー","スパークアロー","ミスターシービー","レデイークロース","牡","芦毛　","冠名＋無邪気な","(株)レオ","牧光二(美浦)","飛渡牧場","新冠町"
"タイセイヴィクター","2013-02-27 00:00:00","ヴィクトワールピサ","オネストリーダーリン","Kingmambo","Reluctant Guest","せん","鹿毛　","冠名＋勝者","田中成奉","林徹(美浦)","追分ファーム","安平町"
"バトルスピリッツ","2014-03-23 00:00:00","Sea The Stars","ボールルーム","Storm Cat","Virginia Waters","せん","鹿毛　","戦闘魂","山本英俊","藤沢和雄(美浦)","三石川上牧場","新ひだか町"
"スペリオルシチー","2014-03-08 00:00:00","ルーラーシップ","ハタノボニート","Bernardini","Shine Again","牡","鹿毛　","優位の、上位の＋冠名","(株)友駿ホースクラブ","相沢郁(美浦)","(有)グッドラック・ファーム","日高町"
"カレンシリエージョ","2015-02-15 00:00:00","ハービンジャー","ベルアリュール2","Numerous","Mare Aux Fees","牝","栗毛　","冠名＋桜（伊）。桜の季節に活躍してほしい","鈴木隆司","鈴木孝志(栗東)","ノーザンファーム","安平町"
"ランドネ","2015-04-29 00:00:00","Blame","Loure","A.P. Indy","Loving Pride","牝","鹿毛　","遠足、山登り（仏）","合同会社小林英一ホールディングス","角居勝彦(栗東)","Ｗｉｎｃｈｅｓｔｅｒ　Ｆａｒｍ","米"
"マウレア","2015-02-01 00:00:00","ディープインパクト","バイザキャット","Storm Cat","Buy the Firm","牝","鹿毛　","永遠の喜び（ハワイ語）","落合幸弘","手塚貴久(美浦)","下河辺牧場","日高町"
"ノームコア","2015-02-25 00:00:00","ハービンジャー","クロノロジスト","クロフネ","インディスユニゾン","牝","芦毛　","究極の普通","池谷誠一","萩原清(美浦)","ノーザンファーム","安平町"
"ヴィータファン","2013-03-25 00:00:00","マンハッタンカフェ","オカノハーモニー","ロドリゴデトリアーノ","トライトップゴール","せん","鹿毛　","人生（伊）＋楽しみ。人生楽しく","猿田栄二","黒岩陽一(美浦)","岡田スタツド","新ひだか町"
"ハイアーヴォルト","2012-03-02 00:00:00","メイショウボーラー","リングフィンガー","ニホンピロウイナー","サークルシヨウワ","牡","鹿毛　","より高い跳躍","伊東純一","大江原哲(美浦)","昭和牧場","浦河町"
"カリンバ","2014-04-21 00:00:00","ルーラーシップ","アフリカンピアノ","ディープインパクト","マンデラ","牝","鹿毛　","親指ピアノ。アフリカの楽器。母名より連想","(有)シルクレーシング","田中剛(美浦)","ノーザンファーム","安平町"
"ストレルカ","2016-04-29 00:00:00","ヘニーヒューズ","メリュジーヌ","フレンチデピュティ","メジェール","牡","鹿毛　","矢（ロシア語）","前田幸治","森田直行(栗東)","村田牧場","新冠町"
"ニシノクローデット","2016-03-30 00:00:00","リーチザクラウン","ユキノセリーヌ","ワイルドラッシュ","バアゼルクローバー","牝","鹿毛　","冠名＋人名より","西山茂行","中竹和也(栗東)","市正牧場","浦河町"
"マルブツメロディー","2016-04-07 00:00:00","シンボリクリスエス","アルブスメロディー","ゴールドアリュール","ホワイトメロディー","牝","鹿毛　","冠名＋母名の一部","大澤利久","加用正(栗東)","岡本牧場","浦河町"
"グランドビクトリー","2016-02-27 00:00:00","ハーツクライ","プリンセスネージュ","フレンチデピュティ","クールネージュ","牡","栗毛　","冠名＋勝利","田畑利彦","鈴木孝志(栗東)","浦河日成牧場","浦河町"
"オメガ","2016-01-12 00:00:00","ダイワメジャー","リアリサトリス","Numerous","Riziere","せん","鹿毛　","Ω。最終","石川達絵","中内田充正(栗東)","ノーザンファーム","安平町"
"ファクトゥーラ","2016-02-22 00:00:00","マンハッタンカフェ","カニョット","Sunray Spirit","Compagne","牝","黒鹿毛","アルゼンチンの菓子パン。父名、母名より連想","(有)キャロットファーム","吉村圭司(栗東)","（有）社台コーポレーション白老ファーム","白老町"
"アスターヒューズ","2015-03-07 00:00:00","ヘニーヒューズ","ハネダテンシ","フジキセキ","ブルーサヴァンナ","牡","鹿毛　","冠名＋父名の一部","加藤久枝","湯窪幸雄(栗東)","須崎牧場","新冠町"
"リベラメンテ","2015-04-03 00:00:00","ダノンシャンティ","ラッドルチェンド","Danehill Dancer","ラヴズオンリーミー","牝","鹿毛　","自由に（音楽用語）","(有)シルクレーシング","松下武士(栗東)","ノーザンファーム","安平町"
"テイエムダイアラシ","2015-02-10 00:00:00","シニスターミニスター","コーラルチャイムズ","サンデーサイレンス","ポレント","牡","青鹿毛","冠名＋大嵐","竹園正繼","木原一良(栗東)","斉藤スタッド","新ひだか町"
"レッドラギド","2015-04-06 00:00:00","ヴィクトワールピサ","デルモニコキャット","Storm Cat","Glass Ceiling","牡","栗毛　","冠名＋男らしく頑強な。雄大かつパワフルな本馬の馬体よりイメージ","(株)東京ホースレーシング","西園正都(栗東)","社台ファーム","千歳市"
"ヴァリアスシチー","2015-04-30 00:00:00","エスポワールシチー","シルクサファイア","ステートリードン","アグサン","牡","鹿毛　","変化に富む、多才な＋冠名","(株)友駿ホースクラブ","岡田稲男(栗東)","ムラカミファーム","新冠町"
"アメイジングライト","2015-03-18 00:00:00","Teofilo","アフェクショネット","Distorted Humor","Loving Kindness","牝","黒鹿毛","素晴らしい光","ゴドルフィン","中内田充正(栗東)","ダーレー・ジャパン・ファーム(有)","日高町"
"ステップアップ","2015-05-05 00:00:00","スズカマンボ","ドリームシフト","コマンダーインチーフ","オールアバウトスタイル","牡","黒鹿毛","上達","岡田牧雄","奥村豊(栗東)","豊郷牧場","日高町"
"ネイビーフラッグ","2015-02-11 00:00:00","ヴィクトワールピサ","ビーチパレード","シンボリクリスエス","ビーチフラッグ","牡","鹿毛　","海軍旗。母母名より連想","谷掛龍夫","加用正(栗東)","社台ファーム","千歳市"
"ゴルトグルーベ","2015-05-06 00:00:00","ゴールドアリュール","ヴァリアントレディ","ウォーエンブレム","ランバダレディ","せん","青鹿毛","金の卵、大当たり（独）","吉田晴哉","中竹和也(栗東)","（有）社台コーポレーション白老ファーム","白老町"
"レイヴンウイングス","2015-02-14 00:00:00","ハーツクライ","タスクミストレス","キングカメハメハ","ワーキングガール","牡","黒鹿毛","漆黒の翼","(有)社台レースホース","藤岡健一(栗東)","（有）社台コーポレーション白老ファーム","白老町"
"サンライズセイハ","2015-03-27 00:00:00","ワークフォース","クラシックルージュ","キングカメハメハ","ネオクラシック","牡","鹿毛　","冠名＋制覇","松岡隆雄","羽月友彦(栗東)","雅牧場","平取町"
"アフラマズダー","2015-04-10 00:00:00","エンパイアメーカー","ザリーン","メイショウオウドウ","カーロッサ","牡","鹿毛　","ゾロアスター教の最高神。「智恵ある神」","田所英子","安達昭夫(栗東)","天羽牧場","日高町"
"アイムワン","2015-05-29 00:00:00","オルフェーヴル","ボストンタイム","ブライアンズタイム","ドリームドリーム","牡","鹿毛　","唯我独尊","(株)ローレルレーシング","矢作芳人(栗東)","松浦牧場","新冠町"
"メイショウセレーノ","2015-01-29 00:00:00","アイルハヴアナザー","パーソナルブレーン","マンハッタンカフェ","シルヴァーキャップ","牝","栗毛　","冠名＋さわやかな晴天（伊）","松本好雄","松永幹夫(栗東)","三嶋牧場","浦河町"
"アイアンオオナミ","2015-05-16 00:00:00","スペシャルウィーク","アイアンプラスワン","シンボリクリスエス","チアフル","牝","鹿毛　","冠名＋大波","池上一馬","服部利之(栗東)","原口牧場","新ひだか町"
"ハトマーククィーン","2015-04-11 00:00:00","スズカマンボ","マンイーター","タイキシャトル","フォーチュン","牝","青鹿毛","冠名＋女王。華やかな存在","山田美喜男","奥村豊(栗東)","社台牧場","白老町"
"リッカモーリス","2015-03-25 00:00:00","リッカバクシンオ","リッカメルド","ヴィクトリースピーチ","プリンセスメルド","牡","青鹿毛","冠名＋人名より","立花幸雄","藤沢則雄(栗東)","原口牧場","新ひだか町"
"オンワードマリー","2015-04-02 00:00:00","ステイゴールド","オンワードマルタ","メジロマックイーン","オンワードナレル","牝","芦毛　","冠名＋女性名","樫山章子","村山明(栗東)","高橋忍","新冠町"
"クリノカーロ","2015-02-21 00:00:00","ケイムホーム","ゲストアスリート","ブライアンズタイム","カーラヤ","牝","栗毛　","冠名＋人名より","栗本博晴","大根田裕之(栗東)","木村牧場","日高町"
"ポジティブスタンド","2015-03-30 00:00:00","ハービンジャー","スタンドオンエンド","End Sweep","Delaware Country","せん","鹿毛　","積極的な態度","(有)サンデーレーシング","高橋亮(栗東)","追分ファーム","安平町"
"ストームユニバンス","2015-01-17 00:00:00","ハービンジャー","ムスタパルタ","Tapit","ワンダーレディアンエル","牡","栗毛　","嵐＋冠名","亀井哲也","平田修(栗東)","ノーザンファーム","安平町"
"ワンダームナリック","2015-05-12 00:00:00","ゼンノロブロイ","ワンダーストーリリ","バゴ","ワンダーマドンナ","牝","青鹿毛","冠名＋魅力ある（インドネシア語）","山本能成","吉村圭司(栗東)","秋場牧場","浦河町"
"ナリタリュウ","2015-02-11 00:00:00","ルーラーシップ","ナリタシークレット","フジキセキ","フラワースカイ","牡","鹿毛　","冠名＋竜","(株)オースミ","木原一良(栗東)","白井牧場","日高町"
"レッドラファーガ","2015-04-15 00:00:00","ディープインパクト","ツインテール","Tale of the Cat","ゲイリーレディ","牡","黒鹿毛","冠名＋強く吹く風（西）。栄光へ向けて力強く駆け抜ける","(株)東京ホースレーシング","中竹和也(栗東)","辻牧場","浦河町"
"ホジェリアアスール","2015-03-05 00:00:00","アドマイヤムーン","ジョイフルティアラ","サクラバクシンオー","リメインラブ","牝","黒鹿毛","宝石（西）＋冠名","(株)アスール","鈴木孝志(栗東)","石川栄一","新ひだか町"
"ピュールフォルス","2015-03-09 00:00:00","ダイワメジャー","ピューリティー","Peintre Celebre","Pariana","牡","栗毛　","純粋な力強さ（仏）。母名より連想","(有)キャロットファーム","松永幹夫(栗東)","ノーザンファーム","安平町"
"ワンダースイルーロ","2015-04-16 00:00:00","バゴ","ワンダーカピターナ","ロドリゴデトリアーノ","ワンダードレッサー","牡","黒鹿毛","冠名＋魚雷（伊）","山本能成","森田直行(栗東)","フクダファーム","新ひだか町"
"エイシンエトワール","2015-03-14 00:00:00","ディープインパクト","エーシンマダムジー","Giant's Causeway","Mission Girl","牝","青鹿毛","冠名＋星（仏）","(株)栄進堂","中尾秀正(栗東)","本巣敦","浦河町"
"ガナドゥール","2015-03-20 00:00:00","ダイワメジャー","シーズアン","Zieten","Sunset Cafe","牡","鹿毛　","勝利者（西）","(有)サンデーレーシング","高野友和(栗東)","ノーザンファーム","安平町"
"アトミカ","2015-02-26 00:00:00","ルーラーシップ","チアフルアイズ","ロックオブジブラルタル","チアフルスマイル","牝","鹿毛　","曲名","東堂レーシング","笹田和秀(栗東)","フジワラフアーム","新ひだか町"
"テイエムファイター","2016-05-15 00:00:00","ブラックタイド","エンジェルライト","スキャン","ボヘミアグラス","牡","鹿毛　","冠名＋戦士","竹園正繼","飯田雄三(栗東)","前谷武志","新ひだか町"
"シグルーン","2014-01-26 00:00:00","アイルハヴアナザー","ワルキューレ","ステイゴールド","キョウエイセオリー","牝","栗毛　","ワルキューレの一人","岡田牧雄","宮徹(栗東)","岡田スタツド","新ひだか町"
"ウェディングラン","2012-05-13 00:00:00","ファスリエフ","ユーワクイーン","フジキセキ","エプソムジョーオー","牝","鹿毛　","結婚式＋走る","小島將之","沖芳夫(栗東)","山田政宏","日高町"
"マリアスパン","2015-02-13 00:00:00","ハードスパン","プリンセスキナウ","キングカメハメハ","アスターフォーマリア","牝","鹿毛　","母母名の一部＋父名の一部。母系の血を紡いでほしいという願いから","(株)ヒダカ・ブリーダーズ・ユニオン","大橋勇樹(栗東)","佐竹学","新ひだか町"
"レゲンダアウレア","2015-02-09 00:00:00","オルフェーヴル","ケイト","ブライアンズタイム","ハリウッドドリーム","せん","栗毛　","黄金伝説（ラテン語）","(有)サンデーレーシング","岡田稲男(栗東)","（有）社台コーポレーション白老ファーム","白老町"
"カクリョウ","2015-04-09 00:00:00","ロードアルティマ","オレンジジャスミン","Masterclass","La Mortola","牡","黒鹿毛","閣僚","重松國建","安田翔伍(栗東)","山口義彦","浦河町"
"サウンドテーブル","2014-04-17 00:00:00","シルバーチャーム","サンデーストーリー","サンデーサイレンス","ダイナアベニユー","牡","黒鹿毛","丈夫なテーブル","山上和良","田所秀孝(栗東)","金球美","新ひだか町"
"マグナレガーロ","2015-05-11 00:00:00","キングカメハメハ","リビアーモ","アドマイヤベガ","ラトラヴィアータ","牡","青鹿毛","偉大なもの（ラテン語）＋贈り物（伊）。大王からの贈り物。父名より","(有)シルクレーシング","角居勝彦(栗東)","ノーザンファーム","安平町"
"テイケイドルチェ","2015-02-07 00:00:00","ゼンノロブロイ","サブラタ","ウォーエンブレム","レディオブチャド","牝","鹿毛　","冠名＋甘い菓子（伊）","兼松忠男","荒川義之(栗東)","社台ファーム","千歳市"
"ダンカン","2012-05-09 00:00:00","カンパニー","カントリースタイル","リンドシェーバー","キヌノヤシオ","牡","鹿毛　","小説の主人公名より","杉田周作","中尾秀正(栗東)","桑田牧場","浦河町"
"ダンツチェック","2013-04-25 00:00:00","スターリングローズ","ディマー","Caerleon","Kalikala","牝","鹿毛　","冠名＋小切手","山元哲二","山内研二(栗東)","中本隆志","新冠町"
"ウリボー","2012-02-02 00:00:00","Midshipman","Honorable Peace","Honor Grades","Ataentsic","牡","栗毛　","イノシシの子ども","冨士井直哉","森秀行(栗東)","Ｄｒ．　Ｃｈａｒｌｅｓ　Ｓ．　Ｇｉｌｅｓ","米"
"クリノゴーギャン","2015-04-17 00:00:00","スターリングローズ","フェアリーレイ","デュランダル","アドマイヤフレンド","牡","鹿毛　","冠名＋人名より","栗本博晴","作田誠二(栗東)","北洋牧場","新ひだか町"
"コスモアルヘナ","2012-04-30 00:00:00","キンシャサノキセキ","アサンブラージュ","タイキシャトル","サークルメモリー","牡","青鹿毛","冠名＋恒星名","(有)ビッグレッドファーム","武市康男(美浦)","昭和牧場","浦河町"
"メルヴィンカズマ","2014-04-04 00:00:00","ヴィクトワールピサ","ブランピュール","アンバーシヤダイ","パウダースノー","牡","黒鹿毛","人名より＋冠名","合同会社雅苑興業","高柳大輔(栗東)","高昭牧場","浦河町"
"ワンダーヴィーヴァ","2010-04-01 00:00:00","スタチューオブリバティ","オオシマパンジー","スキャン","オオシマダリア","牡","青鹿毛","冠名＋万歳の声、歓呼（ポルトガル語）","山本能成","笹田和秀(栗東)","大島牧場","浦河町"
"ドリームドルチェ","2012-04-17 00:00:00","マイネルラヴ","オリジナルデザート","リアルシヤダイ","パイナップルスター","牡","青鹿毛","冠名＋甘い（伊）。母名より連想","ライオンレースホース(株)","根本康広(美浦)","滝本健二","日高町"
"メイショウヒサカタ","2015-04-15 00:00:00","シニスターミニスター","メイショウマンテン","サンダーガルチ","メイショウサンサン","牝","栗毛　","冠名＋久方。天空に関するものにかかる枕詞","松本好雄","浅見秀一(栗東)","三嶋牧場","浦河町"
"キャプテンシップ","2012-04-05 00:00:00","ノボジャック","ゴッドエンジェル","ラムタラ","フジノキャラット","牡","鹿毛　","船長","玉井宏和","森秀行(栗東)","小池博幸","浦河町"
"ディオスコリダー","2014-03-28 00:00:00","カネヒキリ","エリモトゥデイ","ワイルドラッシュ","レースカム","牡","黒鹿毛","神の走り（西）","野嶋祥二","高橋義忠(栗東)","前谷武志","新ひだか町"
"トウショウカウント","2012-04-25 00:00:00","サウスヴィグラス","バーニントウショウ","バブルガムフェロー","サマンサトウショウ","牡","栗毛　","冠名＋伯爵","トウショウ産業(株)","萱野浩二(美浦)","トウショウ産業(株)トウショウ牧場","新ひだか町"
"スマートアヴァロン","2012-03-27 00:00:00","サウスヴィグラス","スズカブルーム","スキャターザゴールド","イエローブルーム","牡","黒鹿毛","冠名＋伝説の島名","大川徹","西園正都(栗東)","グランド牧場","新ひだか町"
"コウエイエンブレム","2013-04-17 00:00:00","シニスターミニスター","ニシノシンデレラ","Forty Niner","Le l'Argent","牡","栗毛　","冠名＋紋章","伊東政清","山内研二(栗東)","服部健太郎","新ひだか町"
"エポック","2013-02-09 00:00:00","ヴァーミリアン","セクシーザムライ","Deputy Minister","Powder","牡","黒鹿毛","新時代","吉澤克己","角田晃一(栗東)","三嶋牧場","浦河町"
"カーティバル","2015-02-06 00:00:00","ロードカナロア","プリンセスルーシー","Strategic Prince","Leala","牝","鹿毛　","魅了する（西）。皆を魅了する走りを期待して","野嶋祥二","高橋義忠(栗東)","新冠橋本牧場","新冠町"
"エイシンデルフィー","2015-03-19 00:00:00","エイシンアポロン","エーシンピュリティ","アグネスタキオン","パッションストーム","牝","栗毛　","冠名＋古代ギリシャ都市デルポイ","(株)栄進堂","今野貞一(栗東)","高村牧場","浦河町"
"アトレヴィード","2015-04-25 00:00:00","ルーラーシップ","クラヴェジーナ","アグネスタキオン","ムーンライトダンス","牝","鹿毛　","大胆（西）","吉田勝己","森田直行(栗東)","ノーザンファーム","安平町"
"キングディグニティ","2014-04-29 00:00:00","キングズベスト","ボストンタイム","ブライアンズタイム","ドリームドリーム","牡","黒鹿毛","王＋威厳。ライバルを黙らせるような圧倒的な走りをイメージして","(株)ローレルレーシング","池江泰寿(栗東)","松浦牧場","新冠町"
"メドウスイート","2016-03-17 00:00:00","タイキシャトル","レッドアンジェリカ","サクラバクシンオー","アイシーサイレンス","牝","鹿毛　","西洋夏雪草（ハーブの一種）","中村智幸","高柳瑞樹(美浦)","浜口牧場","新冠町"
"ダイユウアイーダ","2016-03-31 00:00:00","キングヘイロー","オペラレディ","オペラハウス","レディステラ","牝","栗毛　","馬主名より＋「幸福」の意味を持つイタリアの人名より","大友靖岐","相沢郁(美浦)","前野牧場","日高町"
"ムーンリットエルフ","2015-04-01 00:00:00","アドマイヤムーン","スウィートエルフ","タマモクロス","ダンシングエルフ","せん","栗毛　","月光に照らされたエルフ。父名、母名より連想","(株)ヒダカ・ブリーダーズ・ユニオン","青木孝文(美浦)","槇本牧場","日高町"
"ハウキュート","2015-04-15 00:00:00","アポロキングダム","ヤマトプリティ","アンバーシヤダイ","ヤマトビューテイ","牝","栗毛　","なんて可愛い。母名より連想","(株)ノルマンディーサラブレッドレーシング","菊川正達(美浦)","静内白井牧場","新ひだか町"
"ハリケーンズアイ","2015-04-13 00:00:00","ハービンジャー","ホーカーハリケーン","ネオユニヴァース","ワールウインド","牡","黒鹿毛","台風の目","会田浩史","新開幸一(美浦)","社台ファーム","千歳市"
"ヒロノゴールド","2015-03-27 00:00:00","ゴールドアリュール","シーキングオアシス","Seeking the Gold","Catbaby","牡","栗毛　","馬主名より＋金","中丸裕嗣","勢司和浩(美浦)","カナイシスタッド","浦河町"
"アイリスト","2015-04-18 00:00:00","フリオーソ","テイルオブロマンス","Tale of the Cat","Pampered R. N.","牝","鹿毛　","目元のメイクアップアーティスト","柳橋俊昭","伊藤伸一(美浦)","藤本牧場","新ひだか町"
"ヤマニンフォルツァ","2015-02-18 00:00:00","ヴィクトワールピサ","ヤマニンカルフール","エリシオ","ワンオブアクライン","牡","栗毛　","冠名＋がんばれ（伊）","土井肇","栗田徹(美浦)","錦岡牧場","新冠町"
"メモリーブレッド","2015-03-27 00:00:00","ストロングリターン","フェバリットソング","ゴールドアリュール","タイムレスツイスト","牡","鹿毛　","記憶＋パン","保坂和孝","小笠倫弘(美浦)","坂本牧場","新ひだか町"
"ゴールデンライラ","2015-04-02 00:00:00","バトルプラン","ライサ","トーセンダンス","ルシールシーダー","牝","栗毛　","金＋こと座。母名より連想","Ｈ．ＦＡｓｓｏｃｉａｔｉｏｎ","高橋文雅(美浦)","増本牧場","新ひだか町"
"サーベイヤースリー","2015-04-20 00:00:00","ワークフォース","マギストラ","ディープインパクト","マンファス","牡","鹿毛　","アメリカの月着陸探査機名。月面着陸日と本馬の誕生日が同じなので","(株)Ｇ１レーシング","和田正一郎(美浦)","ノーザンファーム","安平町"
"ベルウッドヘルタ","2015-03-25 00:00:00","メイショウサムソン","ヴァーチュスター","Symboli Kris S","Er Nova","牡","鹿毛　","冠名＋小惑星名","鈴木照雄","高橋文雅(美浦)","中脇満","浦河町"
"ダノンユニヴァース","2015-03-11 00:00:00","ロジユニヴァース","ダノンボンジュール","Shamardal","ラウンデル","せん","黒鹿毛","冠名＋父名の一部","(株)ダノックス","大竹正博(美浦)","白井牧場","日高町"
"ピラータ","2015-03-08 00:00:00","クロフネ","ディナシー","キングカメハメハ","トゥザヴィクトリー","牡","鹿毛　","海賊（伊）","金子真人ホールディングス(株)","国枝栄(美浦)","ノーザンファーム","安平町"
"オオイリ","2015-05-15 00:00:00","ルーラーシップ","パッショナルダンス","サンデーサイレンス","ランバダスタイル","牡","鹿毛　","大入り","古川智洋","中川公成(美浦)","丸幸小林牧場","浦河町"
"オーフルテソーロ","2015-01-21 00:00:00","キングカメハメハ","ソニックグルーヴ","フレンチデピュティ","エアグルーヴ","牡","鹿毛　","荘厳な＋冠名","了德寺健二ホールディングス(株)","斎藤誠(美浦)","ノーザンファーム","安平町"
"コーズオブラヴ","2016-02-09 00:00:00","ゴールドアリュール","シーキングマイラブ","Seeking the Gold","Queen Maud","牡","鹿毛　","愛の絆","(有)社台レースホース","新開幸一(美浦)","社台ファーム","千歳市"
"ナモラード","2016-05-01 00:00:00","ストーミングホーム","メギービー","マンハッタンカフェ","キャバレット","牡","青鹿毛","恋人（ポルトガル語）","石瀬浩三","武井亮(美浦)","小田誠一","様似町"
"マリヒメ","2016-03-18 00:00:00","カネヒキリ","ビバエルフ","コロナドズクエスト","エルフィン","牝","鹿毛　","いちごの品種名","桐谷茂","南田美知雄(美浦)","高瀬牧場","新冠町"
"オニカゲ","2016-02-19 00:00:00","トランセンド","タイキエルドール","バブルガムフェロー","タイキフォレスト","牡","鹿毛　","鬼鹿毛。武田信玄の父の愛馬の名","石田英雄","田中清隆(美浦)","坪田信作","日高町"
"ヴェンセールシチー","2016-01-24 00:00:00","ヴィットリオドーロ","スズカミンクス","アサティス","ミンデンローズ","牡","芦毛　","勝利（ポルトガル語）＋冠名。父名より連想","(株)友駿ホースクラブ","伊藤圭三(美浦)","グランド牧場","新ひだか町"
"アーチザンバレット","2016-03-31 00:00:00","アイルハヴアナザー","マルカアイチャン","フレンチデピュティ","マルカコマチ","牡","栗毛　","匠の弾丸","(株)グリーンファーム","小島茂之(美浦)","社台ファーム","千歳市"
"ガルヴィハーラ","2016-03-18 00:00:00","ゴールドアリュール","ポロンナルワ","Rahy","シンハリーズ","牡","栗毛　","スリランカのポロンナルワにある石窟寺院","(有)キャロットファーム","萩原清(美浦)","ノーザンファーム","安平町"
"モンスタープリンス","2016-02-29 00:00:00","グラスワンダー","リリーオブザバリー","バブルガムフェロー","カシマスズラン","牡","鹿毛　","怪物＋王子","ホースアディクト","杉浦宏昭(美浦)","広中稔","日高町"
"フレンドピンク","2016-03-03 00:00:00","バゴ","エポカローザ","El Prado","Marlene Kelly","牝","栗毛　","冠名＋桃色","横尾晴人","南田美知雄(美浦)","八田ファーム","新ひだか町"
